Time (s),X (m),Y (m)
45.80,-9.322,9.694
45.81,-9.325,9.691
45.82,-9.328,9.687
45.83,-9.331,9.683
45.84,-9.334,9.679
45.85,-9.338,9.675
45.86,-9.341,9.671
45.87,-9.344,9.667
45.89,-9.347,9.663
45.89,-9.350,9.660
45.91,-9.353,9.656
45.92,-9.356,9.652
45.92,-9.359,9.648
45.93,-9.362,9.644
45.94,-9.365,9.640
45.95,-9.368,9.636
45.96,-9.371,9.632
45.97,-9.374,9.628
45.98,-9.377,9.624
45.99,-9.380,9.620
46.00,-9.383,9.616
46.01,-9.386,9.612
46.02,-9.389,9.608
46.03,-9.392,9.604
46.04,-9.395,9.600
46.05,-9.398,9.596
46.06,-9.401,9.592
46.07,-9.403,9.588
46.08,-9.406,9.584
46.09,-9.409,9.580
46.10,-9.412,9.575
46.11,-9.415,9.571
46.12,-9.418,9.567
46.13,-9.420,9.563
46.14,-9.423,9.559
46.16,-9.426,9.555
46.17,-9.429,9.551
46.17,-9.432,9.547
46.19,-9.434,9.543
46.20,-9.437,9.538
46.21,-9.440,9.534
46.22,-9.442,9.530
46.22,-9.445,9.526
46.23,-9.448,9.522
46.25,-9.450,9.517
46.26,-9.453,9.513
46.27,-9.456,9.509
46.28,-9.458,9.505
46.29,-9.461,9.501
46.30,-9.464,9.496
46.31,-9.466,9.492
46.31,-9.469,9.488
46.32,-9.471,9.484
46.34,-9.474,9.479
46.35,-9.477,9.475
46.36,-9.479,9.471
46.37,-9.482,9.467
46.38,-9.484,9.462
46.39,-9.487,9.458
46.39,-9.489,9.454
46.40,-9.492,9.449
46.42,-9.494,9.445
46.43,-9.497,9.441
46.44,-9.499,9.436
46.45,-9.501,9.432
46.46,-9.504,9.428
46.47,-9.506,9.423
46.48,-9.509,9.419
46.49,-9.511,9.415
46.50,-9.513,9.410
46.51,-9.516,9.406
46.52,-9.518,9.401
46.53,-9.520,9.397
46.54,-9.523,9.393
46.55,-9.525,9.388
46.56,-9.527,9.384
46.57,-9.530,9.379
46.58,-9.532,9.375
46.59,-9.534,9.371
46.60,-9.536,9.366
46.61,-9.539,9.362
46.62,-9.541,9.357
46.63,-9.543,9.353
46.64,-9.545,9.348
46.65,-9.548,9.344
46.66,-9.550,9.339
46.68,-9.552,9.335
46.69,-9.554,9.330
46.69,-9.556,9.326
46.71,-9.558,9.321
46.72,-9.560,9.317
46.73,-9.563,9.312
46.74,-9.565,9.308
46.74,-9.567,9.303
46.76,-9.569,9.299
46.76,-9.571,9.294
46.77,-9.573,9.290
46.79,-9.575,9.285
46.79,-9.577,9.281
46.80,-9.579,9.276
46.82,-9.581,9.272
46.82,-9.583,9.267
46.83,-9.585,9.262
46.85,-9.587,9.258
46.85,-9.589,9.253
46.86,-9.591,9.249
46.88,-9.593,9.244
46.88,-9.595,9.239
46.90,-9.597,9.235
46.90,-9.599,9.230
46.91,-9.600,9.226
46.92,-9.602,9.221
46.94,-9.604,9.216
46.94,-9.606,9.212
46.96,-9.608,9.207
46.97,-9.610,9.203
46.98,-9.611,9.198
46.99,-9.613,9.193
47.00,-9.615,9.189
47.01,-9.617,9.184
47.02,-9.619,9.179
47.03,-9.620,9.175
47.04,-9.622,9.170
47.05,-9.624,9.165
47.06,-9.626,9.161
47.07,-9.627,9.156
47.08,-9.629,9.151
47.09,-9.631,9.147
47.10,-9.632,9.142
47.11,-9.634,9.137
47.12,-9.636,9.133
47.13,-9.637,9.128
47.14,-9.639,9.123
47.15,-9.641,9.118
47.16,-9.642,9.114
47.17,-9.644,9.109
47.18,-9.646,9.104
47.19,-9.647,9.100
47.20,-9.649,9.095
47.21,-9.650,9.090
47.22,-9.652,9.085
47.23,-9.653,9.081
47.24,-9.655,9.076
47.25,-9.656,9.071
47.26,-9.658,9.066
47.27,-9.659,9.062
47.28,-9.661,9.057
47.29,-9.662,9.052
47.30,-9.664,9.047
47.31,-9.665,9.043
47.32,-9.667,9.038
47.33,-9.668,9.033
47.34,-9.670,9.028
47.35,-9.671,9.024
47.37,-9.673,9.019
47.37,-9.674,9.014
47.39,-9.675,9.009
47.39,-9.677,9.004
47.40,-9.678,9.000
47.42,-9.679,8.995
47.42,-9.681,8.990
47.44,-9.682,8.985
47.44,-9.683,8.980
47.45,-9.685,8.976
47.46,-9.686,8.971
47.47,-9.687,8.966
47.48,-9.689,8.961
47.50,-9.690,8.956
47.50,-9.691,8.952
47.51,-9.692,8.947
47.52,-9.694,8.942
47.53,-9.695,8.937
47.55,-9.696,8.932
47.55,-9.697,8.927
47.56,-9.699,8.923
47.58,-9.700,8.918
47.58,-9.701,8.913
47.60,-9.702,8.908
47.61,-9.703,8.903
47.61,-9.704,8.898
47.63,-9.706,8.893
47.63,-9.707,8.889
47.64,-9.708,8.884
47.66,-9.709,8.879
47.67,-9.710,8.874
47.68,-9.711,8.869
47.69,-9.712,8.864
47.70,-9.713,8.859
47.71,-9.715,8.855
47.72,-9.716,8.850
47.73,-9.717,8.845
47.74,-9.718,8.840
47.75,-9.719,8.835
47.76,-9.720,8.830
47.77,-9.721,8.825
47.78,-9.722,8.820
47.80,-9.723,8.816
47.80,-9.724,8.811
47.81,-9.725,8.806
47.82,-9.726,8.801
47.83,-9.727,8.796
47.84,-9.728,8.791
47.86,-9.729,8.786
47.87,-9.730,8.781
47.88,-9.731,8.776
47.88,-9.731,8.772
47.89,-9.732,8.767
47.91,-9.733,8.762
47.92,-9.734,8.757
47.92,-9.735,8.752
47.94,-9.736,8.747
47.95,-9.737,8.742
47.96,-9.738,8.737
47.97,-9.739,8.732
47.98,-9.739,8.727
47.99,-9.740,8.722
48.00,-9.741,8.717
48.00,-9.742,8.713
48.02,-9.743,8.708
48.02,-9.744,8.703
48.03,-9.744,8.698
48.05,-9.745,8.693
48.06,-9.746,8.688
48.06,-9.747,8.683
48.07,-9.748,8.678
48.09,-9.748,8.673
48.10,-9.749,8.668
48.10,-9.750,8.663
48.12,-9.751,8.658
48.12,-9.751,8.653
48.14,-9.752,8.648
48.15,-9.753,8.644
48.16,-9.754,8.639
48.17,-9.754,8.634
48.18,-9.755,8.629
48.19,-9.756,8.624
48.20,-9.756,8.619
48.21,-9.757,8.614
48.22,-9.758,8.609
48.23,-9.758,8.604
48.24,-9.759,8.599
48.25,-9.760,8.594
48.27,-9.760,8.589
48.27,-9.761,8.584
48.28,-9.761,8.579
48.29,-9.762,8.574
48.30,-9.763,8.569
48.31,-9.763,8.564
48.32,-9.764,8.559
48.33,-9.765,8.554
48.34,-9.765,8.550
48.34,-9.766,8.545
48.36,-9.766,8.540
48.37,-9.767,8.535
48.38,-9.767,8.530
48.39,-9.768,8.525
48.40,-9.768,8.520
48.41,-9.769,8.515
48.42,-9.770,8.510
48.43,-9.770,8.505
48.44,-9.771,8.500
48.45,-9.771,8.495
48.46,-9.772,8.490
48.47,-9.772,8.485
48.48,-9.773,8.480
48.49,-9.773,8.475
48.50,-9.774,8.470
48.51,-9.774,8.465
48.52,-9.774,8.460
48.53,-9.775,8.455
48.54,-9.775,8.450
48.55,-9.776,8.445
48.56,-9.776,8.440
48.57,-9.777,8.435
48.58,-9.777,8.430
48.59,-9.778,8.425
48.60,-9.778,8.420
48.61,-9.778,8.415
48.62,-9.779,8.410
48.64,-9.779,8.405
48.64,-9.780,8.400
48.66,-9.780,8.395
48.66,-9.780,8.390
48.67,-9.781,8.385
48.69,-9.781,8.380
48.69,-9.782,8.375
48.70,-9.782,8.370
48.71,-9.782,8.366
48.72,-9.783,8.361
48.74,-9.783,8.356
48.75,-9.783,8.351
48.75,-9.784,8.346
48.77,-9.784,8.341
48.77,-9.784,8.336
48.78,-9.785,8.331
48.79,-9.785,8.326
48.81,-9.785,8.321
48.82,-9.785,8.316
48.83,-9.786,8.311
48.84,-9.786,8.306
48.85,-9.786,8.301
48.86,-9.787,8.296
48.88,-9.787,8.291
48.88,-9.787,8.286
48.89,-9.787,8.281
48.90,-9.788,8.276
48.91,-9.788,8.271
48.92,-9.788,8.266
48.93,-9.788,8.261
48.94,-9.789,8.256
48.96,-9.789,8.251
48.96,-9.789,8.246
48.97,-9.789,8.241
48.99,-9.790,8.236
48.99,-9.790,8.231
49.00,-9.790,8.226
49.01,-9.790,8.221
49.02,-9.790,8.216
49.03,-9.791,8.211
49.04,-9.791,8.206
49.05,-9.791,8.201
49.06,-9.791,8.196
49.07,-9.791,8.191
49.07,-9.792,8.186
49.08,-9.792,8.181
49.10,-9.792,8.176
49.11,-9.792,8.171
49.11,-9.792,8.166
49.13,-9.792,8.161
49.14,-9.793,8.156
49.15,-9.793,8.151
49.16,-9.793,8.146
49.17,-9.793,8.141
49.19,-9.793,8.136
49.19,-9.793,8.131
49.20,-9.793,8.126
49.21,-9.793,8.121
49.22,-9.794,8.116
49.23,-9.794,8.111
49.24,-9.794,8.106
49.25,-9.794,8.101
49.26,-9.794,8.096
49.27,-9.794,8.091
49.28,-9.794,8.086
49.29,-9.794,8.081
49.30,-9.794,8.076
49.31,-9.794,8.071
49.32,-9.794,8.066
49.33,-9.795,8.061
49.34,-9.795,8.056
49.35,-9.795,8.051
49.36,-9.795,8.046
49.37,-9.795,8.041
49.38,-9.795,8.036
49.39,-9.795,8.031
49.40,-9.795,8.026
49.41,-9.795,8.021
49.42,-9.795,8.016
49.43,-9.795,8.011
49.44,-9.795,8.006
49.45,-9.795,8.001
49.46,-9.795,7.996
49.47,-9.795,7.991
49.48,-9.795,7.986
49.49,-9.795,7.981
49.50,-9.795,7.976
49.51,-9.795,7.971
49.52,-9.795,7.966
49.53,-9.795,7.961
49.55,-9.795,7.956
49.55,-9.795,7.951
49.56,-9.795,7.946
49.58,-9.795,7.941
49.58,-9.795,7.936
49.59,-9.795,7.931
49.60,-9.795,7.926
49.61,-9.795,7.921
49.63,-9.795,7.916
49.63,-9.795,7.911
49.64,-9.795,7.906
49.66,-9.795,7.901
49.66,-9.795,7.896
49.67,-9.795,7.891
49.68,-9.795,7.886
49.69,-9.795,7.881
49.70,-9.795,7.876
49.71,-9.795,7.871
49.72,-9.795,7.866
49.74,-9.795,7.861
49.75,-9.795,7.856
49.76,-9.795,7.851
49.77,-9.795,7.846
49.78,-9.794,7.841
49.79,-9.794,7.836
49.80,-9.794,7.831
49.80,-9.794,7.826
49.82,-9.794,7.821
49.83,-9.794,7.816
49.84,-9.794,7.811
49.84,-9.794,7.806
49.86,-9.794,7.801
49.86,-9.794,7.796
49.88,-9.794,7.791
49.89,-9.794,7.786
49.90,-9.793,7.781
49.91,-9.793,7.776
49.92,-9.793,7.771
49.93,-9.793,7.766
49.94,-9.793,7.761
49.95,-9.793,7.756
49.96,-9.793,7.751
49.97,-9.793,7.746
49.98,-9.793,7.741
49.99,-9.792,7.736
50.00,-9.792,7.731
50.02,-9.792,7.726
50.02,-9.792,7.721
50.03,-9.792,7.716
50.04,-9.792,7.711
50.05,-9.792,7.706
50.06,-9.792,7.701
50.07,-9.791,7.696
50.08,-9.791,7.691
50.09,-9.791,7.686
50.10,-9.791,7.681
50.11,-9.791,7.676
50.12,-9.791,7.671
50.13,-9.791,7.666
50.14,-9.790,7.661
50.15,-9.790,7.656
50.16,-9.790,7.651
50.17,-9.790,7.646
50.18,-9.790,7.641
50.19,-9.790,7.636
50.20,-9.790,7.631
50.21,-9.789,7.626
50.22,-9.789,7.621
50.23,-9.789,7.616
50.25,-9.789,7.611
50.25,-9.789,7.606
50.26,-9.788,7.601
50.27,-9.788,7.596
50.28,-9.788,7.591
50.29,-9.788,7.586
50.30,-9.788,7.581
50.31,-9.788,7.576
50.32,-9.787,7.571
50.33,-9.787,7.566
50.34,-9.787,7.561
50.35,-9.787,7.556
50.36,-9.787,7.551
50.37,-9.787,7.546
50.39,-9.786,7.541
50.39,-9.786,7.536
50.40,-9.786,7.531
50.41,-9.786,7.526
50.42,-9.786,7.521
50.44,-9.785,7.516
50.44,-9.785,7.511
50.45,-9.785,7.506
50.46,-9.785,7.501
50.47,-9.785,7.496
50.49,-9.784,7.491
50.49,-9.784,7.486
50.50,-9.784,7.481
50.52,-9.784,7.476
50.52,-9.784,7.471
50.53,-9.783,7.466
50.54,-9.783,7.461
50.55,-9.783,7.456
50.57,-9.783,7.451
50.57,-9.782,7.446
50.58,-9.782,7.441
50.59,-9.782,7.436
50.60,-9.782,7.431
50.61,-9.782,7.426
50.63,-9.781,7.421
50.63,-9.781,7.416
50.64,-9.781,7.411
50.66,-9.781,7.406
50.66,-9.780,7.401
50.67,-9.780,7.396
50.69,-9.780,7.391
50.69,-9.780,7.386
50.70,-9.780,7.381
50.72,-9.779,7.376
50.72,-9.779,7.371
50.73,-9.779,7.366
50.75,-9.779,7.361
50.75,-9.778,7.356
50.77,-9.778,7.351
50.78,-9.778,7.346
50.79,-9.778,7.341
50.80,-9.777,7.336
50.81,-9.777,7.332
50.81,-9.777,7.327
50.83,-9.777,7.322
50.83,-9.776,7.317
50.85,-9.776,7.312
50.86,-9.776,7.307
50.87,-9.776,7.302
50.88,-9.775,7.297
50.89,-9.775,7.292
50.90,-9.775,7.287
50.91,-9.775,7.282
50.92,-9.774,7.277
50.93,-9.774,7.272
50.94,-9.774,7.267
50.95,-9.774,7.262
50.96,-9.773,7.257
50.97,-9.773,7.252
50.97,-9.773,7.247
50.98,-9.773,7.242
50.99,-9.772,7.237
51.00,-9.772,7.232
51.01,-9.772,7.227
51.02,-9.772,7.222
51.03,-9.771,7.217
51.04,-9.771,7.212
51.06,-9.771,7.207
51.07,-9.771,7.202
51.08,-9.770,7.197
51.09,-9.770,7.192
51.10,-9.770,7.187
51.11,-9.770,7.182
51.12,-9.769,7.177
51.13,-9.769,7.172
51.14,-9.769,7.167
51.15,-9.768,7.162
51.16,-9.768,7.157
51.17,-9.768,7.152
51.18,-9.768,7.147
51.19,-9.767,7.142
51.20,-9.767,7.137
51.21,-9.767,7.132
51.22,-9.767,7.127
51.23,-9.766,7.122
51.24,-9.766,7.117
51.25,-9.766,7.112
51.26,-9.765,7.107
51.27,-9.765,7.102
51.28,-9.765,7.097
51.30,-9.765,7.092
51.30,-9.764,7.087
51.31,-9.764,7.082
51.32,-9.764,7.077
51.33,-9.764,7.072
51.34,-9.763,7.067
51.35,-9.763,7.062
51.36,-9.763,7.057
51.37,-9.762,7.052
51.38,-9.762,7.047
51.39,-9.762,7.042
51.40,-9.762,7.037
51.41,-9.761,7.032
51.42,-9.761,7.027
51.43,-9.761,7.022
51.44,-9.761,7.017
51.45,-9.760,7.012
51.46,-9.760,7.007
51.47,-9.760,7.002
51.48,-9.759,6.997
51.49,-9.759,6.992
51.50,-9.759,6.987
51.51,-9.759,6.982
51.52,-9.758,6.977
51.53,-9.758,6.972
51.55,-9.758,6.967
51.55,-9.757,6.962
51.56,-9.757,6.957
51.58,-9.757,6.952
51.58,-9.757,6.947
51.59,-9.756,6.942
51.61,-9.756,6.937
51.62,-9.756,6.932
51.62,-9.756,6.927
51.64,-9.755,6.922
51.64,-9.755,6.917
51.65,-9.755,6.912
51.67,-9.754,6.907
51.68,-9.754,6.902
51.68,-9.754,6.897
51.70,-9.754,6.892
51.71,-9.753,6.887
51.72,-9.753,6.882
51.73,-9.753,6.877
51.74,-9.752,6.872
51.75,-9.752,6.867
51.76,-9.752,6.862
51.76,-9.752,6.857
51.78,-9.751,6.852
51.79,-9.751,6.847
51.80,-9.751,6.842
51.81,-9.750,6.837
51.82,-9.750,6.832
51.83,-9.750,6.827
51.84,-9.750,6.822
51.85,-9.749,6.817
51.86,-9.749,6.812
51.87,-9.749,6.807
51.88,-9.748,6.802
51.89,-9.748,6.797
51.90,-9.748,6.792
51.91,-9.748,6.787
51.92,-9.747,6.782
51.93,-9.747,6.777
51.94,-9.747,6.772
51.95,-9.747,6.767
51.96,-9.746,6.762
51.97,-9.746,6.757
51.98,-9.746,6.752
51.99,-9.745,6.747
52.00,-9.745,6.742
52.02,-9.745,6.737
52.03,-9.745,6.732
52.03,-9.744,6.727
52.04,-9.744,6.722
52.05,-9.744,6.717
52.06,-9.743,6.712
52.07,-9.743,6.707
52.09,-9.743,6.702
52.09,-9.743,6.697
52.10,-9.742,6.692
52.12,-9.742,6.687
52.13,-9.742,6.682
52.14,-9.741,6.677
52.15,-9.741,6.672
52.17,-9.741,6.667
52.17,-9.741,6.663
52.18,-9.740,6.658
52.19,-9.740,6.653
52.20,-9.740,6.648
52.21,-9.740,6.643
52.22,-9.739,6.638
52.23,-9.739,6.633
52.24,-9.739,6.628
52.25,-9.738,6.623
52.26,-9.738,6.618
52.27,-9.738,6.613
52.28,-9.738,6.608
52.29,-9.737,6.603
52.30,-9.737,6.598
52.31,-9.737,6.593
52.32,-9.736,6.588
52.33,-9.736,6.583
52.34,-9.736,6.578
52.35,-9.736,6.573
52.36,-9.735,6.568
52.37,-9.735,6.563
52.38,-9.735,6.558
52.39,-9.735,6.553
52.40,-9.734,6.548
52.41,-9.734,6.543
52.42,-9.734,6.538
52.43,-9.733,6.533
52.44,-9.733,6.528
52.45,-9.733,6.523
52.46,-9.733,6.518
52.48,-9.732,6.513
52.48,-9.732,6.508
52.49,-9.732,6.503
52.51,-9.732,6.498
52.52,-9.731,6.493
52.52,-9.731,6.488
52.54,-9.731,6.483
52.54,-9.730,6.478
52.55,-9.730,6.473
52.56,-9.730,6.468
52.58,-9.730,6.463
52.58,-9.729,6.458
52.59,-9.729,6.453
52.61,-9.729,6.448
52.62,-9.729,6.443
52.63,-9.728,6.438
52.64,-9.728,6.433
52.65,-9.728,6.428
52.66,-9.728,6.423
52.67,-9.727,6.418
52.68,-9.727,6.413
52.70,-9.727,6.408
52.70,-9.726,6.403
52.71,-9.726,6.398
52.72,-9.726,6.393
52.73,-9.726,6.388
52.74,-9.725,6.383
52.75,-9.725,6.378
52.76,-9.725,6.373
52.77,-9.725,6.368
52.78,-9.724,6.363
52.79,-9.724,6.358
52.80,-9.724,6.353
52.81,-9.724,6.348
52.82,-9.723,6.343
52.83,-9.723,6.338
52.84,-9.723,6.333
52.85,-9.723,6.328
52.86,-9.722,6.323
52.86,-9.722,6.318
52.88,-9.722,6.313
52.88,-9.721,6.308
52.90,-9.721,6.303
52.90,-9.721,6.298
52.92,-9.721,6.293
52.93,-9.720,6.288
52.94,-9.720,6.283
52.95,-9.720,6.278
52.96,-9.720,6.273
52.97,-9.719,6.268
52.98,-9.719,6.263
52.99,-9.719,6.258
53.00,-9.719,6.253
53.00,-9.718,6.248
53.02,-9.718,6.243
53.03,-9.718,6.238
53.04,-9.718,6.233
53.05,-9.717,6.228
53.06,-9.717,6.223
53.07,-9.717,6.218
53.08,-9.717,6.213
53.09,-9.716,6.208
53.10,-9.716,6.203
53.11,-9.716,6.198
53.12,-9.716,6.193
53.13,-9.715,6.188
53.14,-9.715,6.183
53.15,-9.715,6.178
53.16,-9.715,6.173
53.17,-9.714,6.168
53.18,-9.714,6.163
53.18,-9.714,6.158
53.20,-9.714,6.153
53.21,-9.714,6.148
53.22,-9.713,6.143
53.23,-9.713,6.138
53.24,-9.713,6.133
53.25,-9.713,6.128
53.26,-9.712,6.123
53.27,-9.712,6.118
53.28,-9.712,6.113
53.29,-9.712,6.108
53.30,-9.711,6.103
53.31,-9.711,6.098
53.32,-9.711,6.093
53.33,-9.711,6.088
53.34,-9.710,6.083
53.35,-9.710,6.078
53.36,-9.710,6.073
53.37,-9.710,6.068
53.38,-9.709,6.063
53.39,-9.709,6.058
53.40,-9.709,6.053
53.41,-9.709,6.048
53.42,-9.709,6.043
53.42,-9.708,6.038
53.44,-9.708,6.033
53.45,-9.708,6.028
53.45,-9.708,6.023
53.46,-9.707,6.018
53.48,-9.707,6.013
53.49,-9.707,6.008
53.50,-9.707,6.003
53.51,-9.706,5.998
53.52,-9.706,5.993
53.53,-9.706,5.988
53.54,-9.706,5.983
53.55,-9.706,5.978
53.56,-9.705,5.973
53.57,-9.705,5.968
53.58,-9.705,5.963
53.59,-9.705,5.958
53.60,-9.704,5.953
53.62,-9.704,5.948
53.62,-9.704,5.943
53.63,-9.704,5.938
53.65,-9.703,5.933
53.66,-9.703,5.928
53.67,-9.703,5.923
53.68,-9.703,5.918
53.69,-9.703,5.913
53.70,-9.702,5.908
53.71,-9.702,5.903
53.72,-9.702,5.898
53.73,-9.702,5.893
53.74,-9.702,5.889
53.75,-9.701,5.884
53.76,-9.701,5.879
53.77,-9.701,5.874
53.78,-9.701,5.869
53.80,-9.700,5.864
53.80,-9.700,5.859
53.81,-9.700,5.854
53.83,-9.700,5.849
53.83,-9.700,5.844
53.84,-9.699,5.839
53.86,-9.699,5.834
53.86,-9.699,5.829
53.87,-9.699,5.824
53.89,-9.699,5.819
53.90,-9.698,5.814
53.91,-9.698,5.809
53.92,-9.698,5.804
53.93,-9.698,5.799
53.95,-9.697,5.794
53.95,-9.697,5.789
53.97,-9.697,5.784
53.97,-9.697,5.779
53.98,-9.697,5.774
53.99,-9.696,5.769
54.00,-9.696,5.764
54.01,-9.696,5.759
54.02,-9.696,5.754
54.03,-9.696,5.749
54.04,-9.695,5.744
54.05,-9.695,5.739
54.06,-9.695,5.734
54.07,-9.695,5.729
54.08,-9.695,5.724
54.09,-9.694,5.719
54.10,-9.694,5.714
54.11,-9.694,5.709
54.12,-9.694,5.704
54.13,-9.694,5.699
54.14,-9.693,5.694
54.15,-9.693,5.689
54.16,-9.693,5.684
54.17,-9.693,5.679
54.18,-9.693,5.674
54.19,-9.692,5.669
54.21,-9.692,5.664
54.21,-9.692,5.659
54.22,-9.692,5.654
54.23,-9.692,5.649
54.24,-9.691,5.644
54.25,-9.691,5.639
54.26,-9.691,5.634
54.27,-9.691,5.629
54.28,-9.691,5.624
54.29,-9.690,5.619
54.30,-9.690,5.614
54.32,-9.690,5.609
54.32,-9.690,5.604
54.33,-9.690,5.599
54.35,-9.690,5.594
54.36,-9.689,5.589
54.36,-9.689,5.584
54.38,-9.689,5.579
54.39,-9.689,5.574
54.39,-9.689,5.569
54.41,-9.688,5.564
54.41,-9.688,5.559
54.42,-9.688,5.554
54.43,-9.688,5.549
54.44,-9.688,5.544
54.45,-9.687,5.539
54.46,-9.687,5.534
54.47,-9.687,5.529
54.48,-9.687,5.524
54.49,-9.687,5.519
54.50,-9.687,5.514
54.51,-9.686,5.509
54.52,-9.686,5.504
54.53,-9.686,5.499
54.54,-9.686,5.494
54.55,-9.686,5.489
54.56,-9.685,5.484
54.57,-9.685,5.479
54.58,-9.685,5.474
54.59,-9.685,5.469
54.60,-9.685,5.464
54.61,-9.685,5.459
54.62,-9.684,5.454
54.63,-9.684,5.449
54.64,-9.684,5.444
54.66,-9.684,5.439
54.66,-9.684,5.434
54.67,-9.684,5.429
54.69,-9.683,5.424
54.69,-9.683,5.419
54.70,-9.683,5.414
54.72,-9.683,5.409
54.73,-9.683,5.404
54.74,-9.682,5.399
54.75,-9.682,5.394
54.76,-9.682,5.389
54.77,-9.682,5.384
54.77,-9.682,5.379
54.78,-9.682,5.374
54.79,-9.681,5.369
54.81,-9.681,5.364
54.81,-9.681,5.359
54.82,-9.681,5.354
54.84,-9.681,5.349
54.85,-9.681,5.344
54.86,-9.680,5.339
54.87,-9.680,5.334
54.88,-9.680,5.329
54.89,-9.680,5.324
54.90,-9.680,5.319
54.91,-9.680,5.314
54.91,-9.679,5.309
54.93,-9.679,5.304
54.94,-9.679,5.299
54.95,-9.679,5.294
54.96,-9.679,5.289
54.97,-9.679,5.284
54.97,-9.679,5.279
54.98,-9.678,5.274
54.99,-9.678,5.269
55.00,-9.678,5.264
55.01,-9.678,5.259
55.03,-9.678,5.254
55.03,-9.678,5.249
55.04,-9.677,5.244
55.05,-9.677,5.239
55.06,-9.677,5.234
55.07,-9.677,5.229
55.09,-9.677,5.224
55.09,-9.677,5.219
55.10,-9.676,5.214
55.12,-9.676,5.209
55.13,-9.676,5.204
55.13,-9.676,5.199
55.15,-9.676,5.194
55.16,-9.676,5.189
55.17,-9.676,5.184
55.18,-9.675,5.179
55.19,-9.675,5.174
55.19,-9.675,5.169
55.20,-9.675,5.164
55.21,-9.675,5.159
55.22,-9.675,5.154
55.24,-9.674,5.149
55.24,-9.674,5.144
55.25,-9.674,5.139
55.26,-9.674,5.134
55.27,-9.674,5.129
55.28,-9.674,5.124
55.29,-9.674,5.119
55.30,-9.673,5.114
55.31,-9.673,5.109
55.32,-9.673,5.104
55.33,-9.673,5.099
55.34,-9.673,5.094
55.35,-9.673,5.089
55.36,-9.673,5.084
55.37,-9.672,5.079
55.39,-9.672,5.074
55.40,-9.672,5.069
55.41,-9.672,5.064
55.41,-9.672,5.059
55.43,-9.672,5.054
55.43,-9.672,5.049
55.44,-9.671,5.044
55.46,-9.671,5.039
55.46,-9.671,5.034
55.47,-9.671,5.029
55.49,-9.671,5.024
55.50,-9.671,5.019
55.51,-9.671,5.014
55.52,-9.670,5.009
55.52,-9.670,5.004
55.53,-9.670,4.999
55.55,-9.670,4.994
55.56,-9.670,4.989
55.58,-9.670,4.984
55.58,-9.670,4.979
55.59,-9.669,4.974
55.60,-9.669,4.969
55.61,-9.669,4.964
55.62,-9.669,4.959
55.64,-9.669,4.954
55.64,-9.669,4.949
55.65,-9.669,4.944
55.67,-9.669,4.939
55.68,-9.668,4.934
55.69,-9.668,4.929
55.69,-9.668,4.924
55.70,-9.668,4.919
55.71,-9.668,4.914
55.72,-9.668,4.909
55.74,-9.668,4.904
55.74,-9.667,4.899
55.76,-9.667,4.894
55.77,-9.667,4.889
55.78,-9.667,4.884
55.78,-9.667,4.879
55.79,-9.667,4.874
55.80,-9.667,4.869
55.81,-9.667,4.864
55.82,-9.666,4.859
55.83,-9.666,4.854
55.85,-9.666,4.849
55.86,-9.666,4.844
55.87,-9.666,4.839
55.88,-9.666,4.834
55.89,-9.666,4.829
55.90,-9.666,4.824
55.92,-9.665,4.819
55.93,-9.665,4.814
55.93,-9.665,4.809
55.94,-9.665,4.804
55.95,-9.665,4.799
55.97,-9.665,4.794
55.99,-9.665,4.789
56.00,-9.665,4.784
56.00,-9.664,4.779
56.01,-9.664,4.774
56.03,-9.664,4.769
56.03,-9.664,4.764
56.05,-9.664,4.759
56.06,-9.664,4.754
56.06,-9.664,4.749
56.07,-9.664,4.744
56.08,-9.663,4.739
56.09,-9.663,4.734
56.10,-9.663,4.729
56.12,-9.663,4.724
56.13,-9.663,4.719
56.14,-9.663,4.714
56.15,-9.663,4.709
56.17,-9.663,4.704
56.17,-9.663,4.699
56.18,-9.662,4.694
56.19,-9.662,4.689
56.20,-9.662,4.684
56.22,-9.662,4.679
56.23,-9.662,4.674
56.24,-9.662,4.669
56.24,-9.662,4.664
56.25,-9.662,4.659
56.26,-9.662,4.654
56.28,-9.661,4.649
56.29,-9.661,4.644
56.30,-9.661,4.639
56.31,-9.661,4.634
56.32,-9.661,4.629
56.33,-9.661,4.624
56.35,-9.661,4.619
56.36,-9.661,4.614
56.36,-9.660,4.609
56.38,-9.660,4.604
56.39,-9.660,4.599
56.40,-9.660,4.594
56.41,-9.660,4.589
56.42,-9.660,4.584
56.42,-9.660,4.579
56.44,-9.660,4.574
56.45,-9.660,4.569
56.46,-9.660,4.564
56.47,-9.659,4.559
56.48,-9.659,4.554
56.50,-9.659,4.549
56.51,-9.659,4.544
56.52,-9.659,4.539
56.53,-9.659,4.534
56.54,-9.659,4.529
56.55,-9.659,4.524
56.56,-9.659,4.519
56.57,-9.658,4.514
56.58,-9.658,4.509
56.58,-9.658,4.504
56.59,-9.658,4.499
56.60,-9.658,4.494
56.62,-9.658,4.489
56.63,-9.658,4.484
56.64,-9.658,4.479
56.65,-9.658,4.474
56.66,-9.657,4.469
56.67,-9.657,4.464
56.68,-9.657,4.459
56.69,-9.657,4.454
56.70,-9.657,4.449
56.71,-9.657,4.444
56.72,-9.657,4.439
56.73,-9.657,4.434
